Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Case Repository/Ayarlar/Araclar/Adres Defteri/Adres Defteri Olusturma/e-Serbest Meslek Makbuzu VKN,,,,2020-09-12 12:01:23,2020-09-12 12:01:30,"7,325s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:01:23,2020-09-12 12:01:24,"1,125s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Araclar/Adres Defteri/Adres Defteri Olusturma/e-Serbest Meslek Makbuzu Adresi VKN.feature"")",,,,2020-09-12 12:01:24,2020-09-12 12:01:30,"6,041s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:01:30,2020-09-12 12:01:30,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Departman Tanimlari/Buton Kontrolu,,,,2020-09-12 12:01:30,2020-09-12 12:01:38,"7,641s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:01:30,2020-09-12 12:01:31,"1,149s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Departman Tanimlari/Buton Kontrolu.feature"")",,,,2020-09-12 12:01:31,2020-09-12 12:01:38,"6,311s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:01:38,2020-09-12 12:01:38,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Departman Tanimlari/Filtre Kontrolu,,,,2020-09-12 12:01:38,2020-09-12 12:01:45,"7,712s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:01:38,2020-09-12 12:01:39,"1,141s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Departman Tanimlari/Filtre Kontrolu.feature"")",,,,2020-09-12 12:01:39,2020-09-12 12:01:45,"6,378s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:01:45,2020-09-12 12:01:45,"0,002s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Departman Tanimlari/Departman Ekle,,,,2020-09-12 12:01:45,2020-09-12 12:01:52,"7,171s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:01:45,2020-09-12 12:01:46,"1,130s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Departman Tanimlari/Departman Ekle.feature"")",,,,2020-09-12 12:01:47,2020-09-12 12:01:52,"5,892s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:01:52,2020-09-12 12:01:52,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Departman Tanimlari/Kural Tanimla/Kural Ekle,,,,2020-09-12 12:01:52,2020-09-12 12:02:00,"7,271s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:01:52,2020-09-12 12:01:54,"1,135s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Departman Tanimlari/Kural Tanimla/Kural Ekle.feature"")",,,,2020-09-12 12:01:54,2020-09-12 12:02:00,"5,991s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:02:00,2020-09-12 12:02:00,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Rol ve Yetki Tanimlari/Buton Kontrolu,,,,2020-09-12 12:02:00,2020-09-12 12:02:07,"7,451s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:02:00,2020-09-12 12:02:01,"1,145s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Rol ve Yetki Tanimlari/Buton Kontrolu.feature"")",,,,2020-09-12 12:02:01,2020-09-12 12:02:07,"6,115s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:02:07,2020-09-12 12:02:07,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Rol ve Yetki Tanimlari/Filtre Kontrolu,,,,2020-09-12 12:02:07,2020-09-12 12:02:15,"7,484s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:02:07,2020-09-12 12:02:08,"1,152s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Rol ve Yetki Tanimlari/Filtre Kontrolu.feature"")",,,,2020-09-12 12:02:09,2020-09-12 12:02:15,"6,165s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:02:15,2020-09-12 12:02:15,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Rol ve Yetki Tanimlari/Rol Ekle,,,,2020-09-12 12:02:15,2020-09-12 12:02:22,"7,448s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:02:15,2020-09-12 12:02:16,"1,073s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Rol ve Yetki Tanimlari/Rol Ekle.feature"")",,,,2020-09-12 12:02:16,2020-09-12 12:02:22,"6,233s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:02:22,2020-09-12 12:02:22,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Rol ve Yetki Tanimlari/Yetki Tanimla,,,,2020-09-12 12:02:22,2020-09-12 12:02:30,"7,468s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:02:22,2020-09-12 12:02:23,"1,075s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Rol ve Yetki Tanimlari/Yetki Tanimla.feature"")",,,,2020-09-12 12:02:23,2020-09-12 12:02:30,"6,256s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:02:30,2020-09-12 12:02:30,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Buton Kontrolu,,,,2020-09-12 12:02:30,2020-09-12 12:02:37,"7,451s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:02:30,2020-09-12 12:02:31,"1,131s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Buton Kontrolu.feature"")",,,,2020-09-12 12:02:31,2020-09-12 12:02:37,"6,134s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:02:37,2020-09-12 12:02:37,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Filtre Kontrolu,,,,2020-09-12 12:02:37,2020-09-12 12:02:44,"7,409s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:02:37,2020-09-12 12:02:38,"1,132s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Filtre Kontrolu.feature"")",,,,2020-09-12 12:02:38,2020-09-12 12:02:44,"6,127s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:02:44,2020-09-12 12:02:44,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Kullanici Ekle,,,,2020-09-12 12:02:44,2020-09-12 12:02:52,"7,574s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:02:44,2020-09-12 12:02:46,"1,141s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Kullanici Ekle.feature"")",,,,2020-09-12 12:02:46,2020-09-12 12:02:52,"6,273s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:02:52,2020-09-12 12:02:52,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Rol ve Departman Tanimla,,,,2020-09-12 12:02:52,2020-09-12 12:03:00,"7,864s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:02:52,2020-09-12 12:02:53,"1,086s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Rol ve Departman Tanimla.feature"")",,,,2020-09-12 12:02:53,2020-09-12 12:03:00,"6,598s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:03:00,2020-09-12 12:03:00,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Adres Defteri/Buton Kontrolu,,,,2020-09-12 12:03:00,2020-09-12 12:03:08,"8,166s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:03:00,2020-09-12 12:03:01,"1,081s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Araclar/Adres Defteri/Buton Kontrolu.feature"")",,,,2020-09-12 12:03:01,2020-09-12 12:03:08,"6,893s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:03:08,2020-09-12 12:03:08,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Adres Defteri/Filtre Kontrolu,,,,2020-09-12 12:03:08,2020-09-12 12:03:16,"7,824s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:03:08,2020-09-12 12:03:09,"1,146s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Araclar/Adres Defteri/Filtre Kontrolu.feature"")",,,,2020-09-12 12:03:09,2020-09-12 12:03:16,"6,505s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:03:16,2020-09-12 12:03:16,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Ayarlarim/Baslik Kontrolu,,,,2020-09-12 12:03:16,2020-09-12 12:03:24,"7,882s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:03:16,2020-09-12 12:03:17,"1,145s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Araclar/Ayarlarim/Baslik Kontrolu.feature"")",,,,2020-09-12 12:03:17,2020-09-12 12:03:24,"6,572s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:03:24,2020-09-12 12:03:24,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Ayarlarim/Fatura ve Zarflar Icin Sayfadaki Kayit Sayisi,,,,2020-09-12 12:03:24,2020-09-12 12:03:32,"7,859s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:03:24,2020-09-12 12:03:25,"1,112s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Araclar/Ayarlarim/Fatura ve Zarflar Icin Sayfadaki Kayit Sayisi.feature"")",,,,2020-09-12 12:03:25,2020-09-12 12:03:32,"6,574s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:03:32,2020-09-12 12:03:32,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/e-Arsiv Ayarlari/e-Arsiv Faturalari Icin On Deger XSLT,,,,2020-09-12 12:03:32,2020-09-12 12:03:39,"7,751s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:03:32,2020-09-12 12:03:33,"1,138s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Araclar/e-Arsiv Ayarlari/e-Arsiv Faturalari Icin On Deger XSLT.feature"")",,,,2020-09-12 12:03:33,2020-09-12 12:03:39,"6,379s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:03:39,2020-09-12 12:03:39,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Firma Bilgileri/Firma Bilgileri,,,,2020-09-12 12:03:39,2020-09-12 12:03:47,"8,039s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:03:39,2020-09-12 12:03:41,"1,159s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Araclar/Firma Bilgileri/Firma Bilgileri.feature"")",,,,2020-09-12 12:03:41,2020-09-12 12:03:47,"6,706s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:03:47,2020-09-12 12:03:47,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Arsiv/Buton Kontrolu,,,,2020-09-12 12:03:47,2020-09-12 12:03:56,"8,997s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:03:47,2020-09-12 12:03:49,"1,132s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Arsiv/Buton Kontrolu.feature"")",,,,2020-09-12 12:03:49,2020-09-12 12:03:56,"7,660s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:03:56,2020-09-12 12:03:56,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Arsiv/On Deger Ata,,,,2020-09-12 12:03:56,2020-09-12 12:04:05,"8,211s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:03:56,2020-09-12 12:03:58,"1,152s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Arsiv/On Deger Ata.feature"")",,,,2020-09-12 12:03:58,2020-09-12 12:04:05,"6,866s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:04:05,2020-09-12 12:04:05,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Arsiv/Onizleme,,,,2020-09-12 12:04:05,2020-09-12 12:04:13,"7,907s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:04:05,2020-09-12 12:04:06,"1,163s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Arsiv/Onizleme.feature"")",,,,2020-09-12 12:04:06,2020-09-12 12:04:13,"6,506s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:04:13,2020-09-12 12:04:13,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Arsiv/Tasarimi Indir,,,,2020-09-12 12:04:13,2020-09-12 12:04:21,"8,185s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:04:13,2020-09-12 12:04:14,"1,139s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Arsiv/Tasarimi Indir.feature"")",,,,2020-09-12 12:04:14,2020-09-12 12:04:21,"6,827s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:04:21,2020-09-12 12:04:21,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/Buton Kontrolu,,,,2020-09-12 12:04:21,2020-09-12 12:04:28,"7,468s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:04:21,2020-09-12 12:04:22,"1,087s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Fatura/Buton Kontrolu.feature"")",,,,2020-09-12 12:04:22,2020-09-12 12:04:28,"6,214s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:04:28,2020-09-12 12:04:28,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/On Deger Ata,,,,2020-09-12 12:04:28,2020-09-12 12:04:36,"7,571s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:04:28,2020-09-12 12:04:29,"1,135s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Fatura/On Deger Ata.feature"")",,,,2020-09-12 12:04:30,2020-09-12 12:04:36,"6,260s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:04:36,2020-09-12 12:04:36,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/Onizleme,,,,2020-09-12 12:04:36,2020-09-12 12:04:43,"7,561s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:04:36,2020-09-12 12:04:37,"1,078s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Fatura/Onizleme.feature"")",,,,2020-09-12 12:04:37,2020-09-12 12:04:43,"6,287s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:04:43,2020-09-12 12:04:43,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/Tasarimi Indir,,,,2020-09-12 12:04:43,2020-09-12 12:04:51,"7,661s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:04:43,2020-09-12 12:04:45,"1,132s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Fatura/Tasarimi Indir.feature"")",,,,2020-09-12 12:04:45,2020-09-12 12:04:51,"6,360s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:04:51,2020-09-12 12:04:51,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Irsaliye/Buton Kontrolu,,,,2020-09-12 12:04:51,2020-09-12 12:04:59,"7,859s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:04:51,2020-09-12 12:04:52,"1,156s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Irsaliye/Buton Kontrolu.feature"")",,,,2020-09-12 12:04:52,2020-09-12 12:04:59,"6,539s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:04:59,2020-09-12 12:04:59,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Irsaliye/On Deger Ata,,,,2020-09-12 12:04:59,2020-09-12 12:05:07,"7,651s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:04:59,2020-09-12 12:05:00,"1,087s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Irsaliye/On Deger Ata.feature"")",,,,2020-09-12 12:05:00,2020-09-12 12:05:07,"6,369s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:05:07,2020-09-12 12:05:07,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Irsaliye/Onizleme,,,,2020-09-12 12:05:07,2020-09-12 12:05:15,"8,004s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:05:07,2020-09-12 12:05:08,"1,154s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Irsaliye/Onizleme.feature"")",,,,2020-09-12 12:05:08,2020-09-12 12:05:15,"6,664s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:05:15,2020-09-12 12:05:15,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Irsaliye/Tasarimi Indir,,,,2020-09-12 12:05:15,2020-09-12 12:05:23,"7,974s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:05:15,2020-09-12 12:05:16,"1,138s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Irsaliye/Tasarimi Indir.feature"")",,,,2020-09-12 12:05:16,2020-09-12 12:05:23,"6,628s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:05:23,2020-09-12 12:05:23,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Mustahsil Makbuzu/Buton Kontrolu,,,,2020-09-12 12:05:23,2020-09-12 12:05:30,"7,800s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:05:23,2020-09-12 12:05:24,"1,091s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Mustahsil Makbuzu/Buton Kontrolu.feature"")",,,,2020-09-12 12:05:24,2020-09-12 12:05:30,"6,539s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:05:30,2020-09-12 12:05:30,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Mustahsil Makbuzu/On Deger Ata,,,,2020-09-12 12:05:30,2020-09-12 12:05:38,"7,719s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:05:30,2020-09-12 12:05:32,"1,165s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Mustahsil Makbuzu/On Deger Ata.feature"")",,,,2020-09-12 12:05:32,2020-09-12 12:05:38,"6,383s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:05:38,2020-09-12 12:05:38,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Mustahsil Makbuzu/Onizleme,,,,2020-09-12 12:05:38,2020-09-12 12:05:46,"7,884s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:05:38,2020-09-12 12:05:39,"1,147s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Mustahsil Makbuzu/Onizleme.feature"")",,,,2020-09-12 12:05:39,2020-09-12 12:05:46,"6,551s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:05:46,2020-09-12 12:05:46,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Mustahsil Makbuzu/Tasarimi Indir,,,,2020-09-12 12:05:46,2020-09-12 12:05:54,"7,892s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:05:46,2020-09-12 12:05:47,"1,151s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Mustahsil Makbuzu/Tasarimi Indir.feature"")",,,,2020-09-12 12:05:47,2020-09-12 12:05:54,"6,578s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:05:54,2020-09-12 12:05:54,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Serbest Meslek Makbuzu/Buton Kontrolu,,,,2020-09-12 12:05:54,2020-09-12 12:06:02,"7,794s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:05:54,2020-09-12 12:05:55,"1,154s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Serbest Meslek Makbuzu/Buton Kontrolu.feature"")",,,,2020-09-12 12:05:55,2020-09-12 12:06:02,"6,456s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:06:02,2020-09-12 12:06:02,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Serbest Meslek Makbuzu/On Deger Ata,,,,2020-09-12 12:06:02,2020-09-12 12:06:09,"7,546s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:06:02,2020-09-12 12:06:03,"1,126s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Serbest Meslek Makbuzu/On Deger Ata.feature"")",,,,2020-09-12 12:06:03,2020-09-12 12:06:09,"6,256s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-12 12:06:09,2020-09-12 12:06:09,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Serbest Meslek Makbuzu/Onizleme,,,,2020-09-12 12:06:09,2020-09-12 12:06:17,"7,680s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-12 12:06:09,2020-09-12 12:06:10,"1,158s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Serbest Meslek Makbuzu/Onizleme.feature"")",,,,2020-09-12 12:06:11,2020-09-12 12:06:17,"6,340s",FAILED
