Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:01:36,2020-09-10 12:01:36,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Rol ve Yetki Tanimlari/Yetki Tanimla,,,,2020-09-10 12:01:36,2020-09-10 12:01:40,"4,437s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:01:36,2020-09-10 12:01:37,"1,042s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Rol ve Yetki Tanimlari/Yetki Tanimla.feature"")",,,,2020-09-10 12:01:37,2020-09-10 12:01:40,"3,219s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:01:40,2020-09-10 12:01:40,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Buton Kontrolu,,,,2020-09-10 12:01:40,2020-09-10 12:01:45,"4,591s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:01:40,2020-09-10 12:01:41,"1,062s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Buton Kontrolu.feature"")",,,,2020-09-10 12:01:41,2020-09-10 12:01:45,"3,325s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:01:45,2020-09-10 12:01:45,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Filtre Kontrolu,,,,2020-09-10 12:01:45,2020-09-10 12:01:49,"4,470s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:01:45,2020-09-10 12:01:46,"1,001s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Filtre Kontrolu.feature"")",,,,2020-09-10 12:01:46,2020-09-10 12:01:49,"3,267s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:01:49,2020-09-10 12:01:49,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Kullanici Ekle,,,,2020-09-10 12:01:49,2020-09-10 12:01:54,"4,510s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:01:49,2020-09-10 12:01:50,"1,063s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Kullanici Ekle.feature"")",,,,2020-09-10 12:01:51,2020-09-10 12:01:54,"3,266s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:01:54,2020-09-10 12:01:54,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Rol ve Departman Tanimla,,,,2020-09-10 12:01:54,2020-09-10 12:01:58,"4,508s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:01:54,2020-09-10 12:01:55,"1,036s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Rol ve Departman Tanimla.feature"")",,,,2020-09-10 12:01:55,2020-09-10 12:01:58,"3,284s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:01:58,2020-09-10 12:01:58,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Adres Defteri/Buton Kontrolu,,,,2020-09-10 12:01:58,2020-09-10 12:02:03,"4,530s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:01:58,2020-09-10 12:01:59,"1,051s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Araclar/Adres Defteri/Buton Kontrolu.feature"")",,,,2020-09-10 12:02:00,2020-09-10 12:02:03,"3,292s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:02:03,2020-09-10 12:02:03,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Adres Defteri/Filtre Kontrolu,,,,2020-09-10 12:02:03,2020-09-10 12:02:07,"4,392s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:02:03,2020-09-10 12:02:04,"1,056s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Araclar/Adres Defteri/Filtre Kontrolu.feature"")",,,,2020-09-10 12:02:04,2020-09-10 12:02:07,"3,158s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:02:07,2020-09-10 12:02:07,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Ayarlarim/Baslik Kontrolu,,,,2020-09-10 12:02:07,2020-09-10 12:02:12,"4,368s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:02:07,2020-09-10 12:02:08,"0,997s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Araclar/Ayarlarim/Baslik Kontrolu.feature"")",,,,2020-09-10 12:02:08,2020-09-10 12:02:12,"3,193s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:02:12,2020-09-10 12:02:12,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Ayarlarim/Fatura ve Zarflar Icin Sayfadaki Kayit Sayisi,,,,2020-09-10 12:02:12,2020-09-10 12:02:16,"4,634s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:02:12,2020-09-10 12:02:13,"1,001s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Araclar/Ayarlarim/Fatura ve Zarflar Icin Sayfadaki Kayit Sayisi.feature"")",,,,2020-09-10 12:02:13,2020-09-10 12:02:16,"3,445s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:02:16,2020-09-10 12:02:16,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/e-Arsiv Ayarlari/e-Arsiv Faturalari Icin On Deger XSLT,,,,2020-09-10 12:02:16,2020-09-10 12:02:21,"4,578s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:02:16,2020-09-10 12:02:17,"1,044s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Araclar/e-Arsiv Ayarlari/e-Arsiv Faturalari Icin On Deger XSLT.feature"")",,,,2020-09-10 12:02:17,2020-09-10 12:02:21,"3,335s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:02:21,2020-09-10 12:02:21,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Firma Bilgileri/Firma Bilgileri,,,,2020-09-10 12:02:21,2020-09-10 12:02:25,"4,580s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:02:21,2020-09-10 12:02:22,"0,989s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Araclar/Firma Bilgileri/Firma Bilgileri.feature"")",,,,2020-09-10 12:02:22,2020-09-10 12:02:25,"3,404s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:02:25,2020-09-10 12:02:25,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Arsiv/Buton Kontrolu,,,,2020-09-10 12:02:25,2020-09-10 12:02:30,"4,637s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:02:25,2020-09-10 12:02:26,"1,057s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Arsiv/Buton Kontrolu.feature"")",,,,2020-09-10 12:02:27,2020-09-10 12:02:30,"3,402s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:02:30,2020-09-10 12:02:30,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Arsiv/On Deger Ata,,,,2020-09-10 12:02:30,2020-09-10 12:02:35,"4,678s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:02:30,2020-09-10 12:02:31,"1,062s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Arsiv/On Deger Ata.feature"")",,,,2020-09-10 12:02:31,2020-09-10 12:02:35,"3,353s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:02:35,2020-09-10 12:02:35,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Arsiv/Onizleme,,,,2020-09-10 12:02:35,2020-09-10 12:02:39,"4,535s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:02:35,2020-09-10 12:02:36,"0,997s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Arsiv/Onizleme.feature"")",,,,2020-09-10 12:02:36,2020-09-10 12:02:39,"3,345s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:02:39,2020-09-10 12:02:39,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Arsiv/Tasarimi Indir,,,,2020-09-10 12:02:39,2020-09-10 12:02:44,"4,465s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:02:39,2020-09-10 12:02:40,"1,002s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Arsiv/Tasarimi Indir.feature"")",,,,2020-09-10 12:02:40,2020-09-10 12:02:44,"3,281s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:02:44,2020-09-10 12:02:44,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/Buton Kontrolu,,,,2020-09-10 12:02:44,2020-09-10 12:02:48,"4,527s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:02:44,2020-09-10 12:02:45,"1,055s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Fatura/Buton Kontrolu.feature"")",,,,2020-09-10 12:02:45,2020-09-10 12:02:48,"3,282s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:02:48,2020-09-10 12:02:48,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/On Deger Ata,,,,2020-09-10 12:02:48,2020-09-10 12:02:53,"4,470s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:02:48,2020-09-10 12:02:49,"1,051s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Fatura/On Deger Ata.feature"")",,,,2020-09-10 12:02:50,2020-09-10 12:02:53,"3,223s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:02:53,2020-09-10 12:02:53,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/Onizleme,,,,2020-09-10 12:02:53,2020-09-10 12:02:57,"4,506s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:02:53,2020-09-10 12:02:54,"0,999s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Fatura/Onizleme.feature"")",,,,2020-09-10 12:02:54,2020-09-10 12:02:57,"3,295s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:02:57,2020-09-10 12:02:57,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/Tasarimi Indir,,,,2020-09-10 12:02:57,2020-09-10 12:03:02,"4,580s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:02:57,2020-09-10 12:02:58,"1,049s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Fatura/Tasarimi Indir.feature"")",,,,2020-09-10 12:02:58,2020-09-10 12:03:02,"3,358s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:03:02,2020-09-10 12:03:02,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Irsaliye/Buton Kontrolu,,,,2020-09-10 12:03:02,2020-09-10 12:03:07,"4,744s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:03:02,2020-09-10 12:03:03,"1,057s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Irsaliye/Buton Kontrolu.feature"")",,,,2020-09-10 12:03:03,2020-09-10 12:03:07,"3,481s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:03:07,2020-09-10 12:03:07,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Irsaliye/On Deger Ata,,,,2020-09-10 12:03:07,2020-09-10 12:03:11,"4,614s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:03:07,2020-09-10 12:03:08,"1,047s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Irsaliye/On Deger Ata.feature"")",,,,2020-09-10 12:03:08,2020-09-10 12:03:11,"3,376s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:03:11,2020-09-10 12:03:11,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Irsaliye/Onizleme,,,,2020-09-10 12:03:11,2020-09-10 12:03:16,"4,861s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:03:11,2020-09-10 12:03:12,"1,054s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Irsaliye/Onizleme.feature"")",,,,2020-09-10 12:03:12,2020-09-10 12:03:16,"3,591s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:03:16,2020-09-10 12:03:16,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Irsaliye/Tasarimi Indir,,,,2020-09-10 12:03:16,2020-09-10 12:03:21,"4,588s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:03:16,2020-09-10 12:03:17,"1,050s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Irsaliye/Tasarimi Indir.feature"")",,,,2020-09-10 12:03:17,2020-09-10 12:03:21,"3,335s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:03:21,2020-09-10 12:03:21,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Mustahsil Makbuzu/Buton Kontrolu,,,,2020-09-10 12:03:21,2020-09-10 12:03:25,"4,547s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:03:21,2020-09-10 12:03:22,"1,047s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Mustahsil Makbuzu/Buton Kontrolu.feature"")",,,,2020-09-10 12:03:22,2020-09-10 12:03:25,"3,308s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:03:25,2020-09-10 12:03:25,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Mustahsil Makbuzu/On Deger Ata,,,,2020-09-10 12:03:25,2020-09-10 12:03:30,"4,420s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:03:25,2020-09-10 12:03:26,"0,995s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Mustahsil Makbuzu/On Deger Ata.feature"")",,,,2020-09-10 12:03:26,2020-09-10 12:03:30,"3,219s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:03:30,2020-09-10 12:03:30,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Mustahsil Makbuzu/Onizleme,,,,2020-09-10 12:03:30,2020-09-10 12:03:34,"4,574s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:03:30,2020-09-10 12:03:31,"1,048s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Mustahsil Makbuzu/Onizleme.feature"")",,,,2020-09-10 12:03:31,2020-09-10 12:03:34,"3,348s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:03:34,2020-09-10 12:03:34,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Mustahsil Makbuzu/Tasarimi Indir,,,,2020-09-10 12:03:34,2020-09-10 12:03:39,"4,629s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:03:34,2020-09-10 12:03:35,"1,048s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Mustahsil Makbuzu/Tasarimi Indir.feature"")",,,,2020-09-10 12:03:35,2020-09-10 12:03:39,"3,388s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:03:39,2020-09-10 12:03:39,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Serbest Meslek Makbuzu/Buton Kontrolu,,,,2020-09-10 12:03:39,2020-09-10 12:03:44,"4,878s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:03:39,2020-09-10 12:03:40,"1,049s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Serbest Meslek Makbuzu/Buton Kontrolu.feature"")",,,,2020-09-10 12:03:40,2020-09-10 12:03:44,"3,628s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:03:44,2020-09-10 12:03:44,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Serbest Meslek Makbuzu/On Deger Ata,,,,2020-09-10 12:03:44,2020-09-10 12:03:48,"4,648s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:03:44,2020-09-10 12:03:45,"0,996s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Serbest Meslek Makbuzu/On Deger Ata.feature"")",,,,2020-09-10 12:03:45,2020-09-10 12:03:48,"3,434s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 12:03:48,2020-09-10 12:03:48,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Serbest Meslek Makbuzu/Onizleme,,,,2020-09-10 12:03:48,2020-09-10 12:03:53,"4,641s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 12:03:48,2020-09-10 12:03:49,"1,044s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Serbest Meslek Makbuzu/Onizleme.feature"")",,,,2020-09-10 12:03:50,2020-09-10 12:03:53,"3,364s",FAILED
