Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:01:22,2020-09-10 00:01:23,"1,005s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Filtre Kontrolu.feature"")",,,,2020-09-10 00:01:23,2020-09-10 00:01:25,"2,198s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:01:25,2020-09-10 00:01:25,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Kullanici Ekle,,,,2020-09-10 00:01:25,2020-09-10 00:01:29,"3,533s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:01:25,2020-09-10 00:01:26,"1,049s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Kullanici Ekle.feature"")",,,,2020-09-10 00:01:26,2020-09-10 00:01:29,"2,323s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:01:29,2020-09-10 00:01:29,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Rol ve Departman Tanimla,,,,2020-09-10 00:01:29,2020-09-10 00:01:32,"3,524s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:01:29,2020-09-10 00:01:30,"1,000s",ERROR
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Rol ve Departman Tanimla.feature"")",,,,2020-09-10 00:01:30,2020-09-10 00:01:32,"2,363s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:01:32,2020-09-10 00:01:32,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Adres Defteri/Buton Kontrolu,,,,2020-09-10 00:01:32,2020-09-10 00:01:36,"3,685s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:01:32,2020-09-10 00:01:33,"1,049s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Araclar/Adres Defteri/Buton Kontrolu.feature"")",,,,2020-09-10 00:01:34,2020-09-10 00:01:36,"2,452s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:01:36,2020-09-10 00:01:36,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Adres Defteri/Filtre Kontrolu,,,,2020-09-10 00:01:36,2020-09-10 00:01:39,"3,424s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:01:36,2020-09-10 00:01:37,"0,990s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Araclar/Adres Defteri/Filtre Kontrolu.feature"")",,,,2020-09-10 00:01:37,2020-09-10 00:01:39,"2,256s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:01:39,2020-09-10 00:01:39,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Ayarlarim/Baslik Kontrolu,,,,2020-09-10 00:01:39,2020-09-10 00:01:43,"3,606s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:01:39,2020-09-10 00:01:40,"1,045s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Araclar/Ayarlarim/Baslik Kontrolu.feature"")",,,,2020-09-10 00:01:41,2020-09-10 00:01:43,"2,370s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:01:43,2020-09-10 00:01:43,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Ayarlarim/Fatura ve Zarflar Icin Sayfadaki Kayit Sayisi,,,,2020-09-10 00:01:43,2020-09-10 00:01:46,"3,380s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:01:43,2020-09-10 00:01:44,"0,990s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Araclar/Ayarlarim/Fatura ve Zarflar Icin Sayfadaki Kayit Sayisi.feature"")",,,,2020-09-10 00:01:44,2020-09-10 00:01:46,"2,215s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:01:46,2020-09-10 00:01:46,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/e-Arsiv Ayarlari/e-Arsiv Faturalari Icin On Deger XSLT,,,,2020-09-10 00:01:46,2020-09-10 00:01:50,"3,546s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:01:46,2020-09-10 00:01:47,"0,988s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Araclar/e-Arsiv Ayarlari/e-Arsiv Faturalari Icin On Deger XSLT.feature"")",,,,2020-09-10 00:01:48,2020-09-10 00:01:50,"2,369s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:01:50,2020-09-10 00:01:50,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Firma Bilgileri/Firma Bilgileri,,,,2020-09-10 00:01:50,2020-09-10 00:01:54,"3,573s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:01:50,2020-09-10 00:01:51,"1,056s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Araclar/Firma Bilgileri/Firma Bilgileri.feature"")",,,,2020-09-10 00:01:51,2020-09-10 00:01:54,"2,345s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:01:54,2020-09-10 00:01:54,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Arsiv/Buton Kontrolu,,,,2020-09-10 00:01:54,2020-09-10 00:01:57,"3,449s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:01:54,2020-09-10 00:01:55,"0,988s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Arsiv/Buton Kontrolu.feature"")",,,,2020-09-10 00:01:55,2020-09-10 00:01:57,"2,275s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:01:57,2020-09-10 00:01:57,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Arsiv/On Deger Ata,,,,2020-09-10 00:01:57,2020-09-10 00:02:01,"3,643s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:01:57,2020-09-10 00:01:58,"0,991s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Arsiv/On Deger Ata.feature"")",,,,2020-09-10 00:01:58,2020-09-10 00:02:01,"2,491s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:02:01,2020-09-10 00:02:01,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Arsiv/Onizleme,,,,2020-09-10 00:02:01,2020-09-10 00:02:04,"3,609s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:02:01,2020-09-10 00:02:02,"1,065s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Arsiv/Onizleme.feature"")",,,,2020-09-10 00:02:02,2020-09-10 00:02:04,"2,348s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:02:04,2020-09-10 00:02:04,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Arsiv/Tasarimi Indir,,,,2020-09-10 00:02:04,2020-09-10 00:02:08,"3,632s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:02:04,2020-09-10 00:02:05,"1,051s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Arsiv/Tasarimi Indir.feature"")",,,,2020-09-10 00:02:06,2020-09-10 00:02:08,"2,392s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:02:08,2020-09-10 00:02:08,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/Buton Kontrolu,,,,2020-09-10 00:02:08,2020-09-10 00:02:11,"3,513s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:02:08,2020-09-10 00:02:09,"1,051s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Fatura/Buton Kontrolu.feature"")",,,,2020-09-10 00:02:09,2020-09-10 00:02:11,"2,271s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:02:11,2020-09-10 00:02:11,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/On Deger Ata,,,,2020-09-10 00:02:11,2020-09-10 00:02:15,"3,515s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:02:11,2020-09-10 00:02:12,"1,049s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Fatura/On Deger Ata.feature"")",,,,2020-09-10 00:02:13,2020-09-10 00:02:15,"2,306s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:02:15,2020-09-10 00:02:15,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/Onizleme,,,,2020-09-10 00:02:15,2020-09-10 00:02:18,"3,383s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:02:15,2020-09-10 00:02:16,"0,987s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Fatura/Onizleme.feature"")",,,,2020-09-10 00:02:16,2020-09-10 00:02:18,"2,222s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:02:18,2020-09-10 00:02:18,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/Tasarimi Indir,,,,2020-09-10 00:02:18,2020-09-10 00:02:22,"3,399s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:02:18,2020-09-10 00:02:19,"0,984s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Fatura/Tasarimi Indir.feature"")",,,,2020-09-10 00:02:19,2020-09-10 00:02:22,"2,242s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:02:22,2020-09-10 00:02:22,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Irsaliye/Buton Kontrolu,,,,2020-09-10 00:02:22,2020-09-10 00:02:25,"3,282s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:02:22,2020-09-10 00:02:23,"0,982s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Irsaliye/Buton Kontrolu.feature"")",,,,2020-09-10 00:02:23,2020-09-10 00:02:25,"2,138s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:02:25,2020-09-10 00:02:25,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Irsaliye/On Deger Ata,,,,2020-09-10 00:02:25,2020-09-10 00:02:28,"3,319s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:02:25,2020-09-10 00:02:26,"0,987s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Irsaliye/On Deger Ata.feature"")",,,,2020-09-10 00:02:26,2020-09-10 00:02:28,"2,174s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:02:28,2020-09-10 00:02:28,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Irsaliye/Onizleme,,,,2020-09-10 00:02:28,2020-09-10 00:02:32,"3,260s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:02:28,2020-09-10 00:02:29,"0,989s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Irsaliye/Onizleme.feature"")",,,,2020-09-10 00:02:29,2020-09-10 00:02:32,"2,114s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:02:32,2020-09-10 00:02:32,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Irsaliye/Tasarimi Indir,,,,2020-09-10 00:02:32,2020-09-10 00:02:35,"3,284s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:02:32,2020-09-10 00:02:33,"0,997s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Irsaliye/Tasarimi Indir.feature"")",,,,2020-09-10 00:02:33,2020-09-10 00:02:35,"2,130s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:02:35,2020-09-10 00:02:35,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Mustahsil Makbuzu/Buton Kontrolu,,,,2020-09-10 00:02:35,2020-09-10 00:02:38,"3,369s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:02:35,2020-09-10 00:02:36,"1,039s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Mustahsil Makbuzu/Buton Kontrolu.feature"")",,,,2020-09-10 00:02:36,2020-09-10 00:02:38,"2,107s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:02:38,2020-09-10 00:02:38,"0,002s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Mustahsil Makbuzu/On Deger Ata,,,,2020-09-10 00:02:38,2020-09-10 00:02:42,"3,332s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:02:38,2020-09-10 00:02:39,"0,992s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Mustahsil Makbuzu/On Deger Ata.feature"")",,,,2020-09-10 00:02:39,2020-09-10 00:02:42,"2,173s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:02:42,2020-09-10 00:02:42,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Mustahsil Makbuzu/Onizleme,,,,2020-09-10 00:02:42,2020-09-10 00:02:45,"3,409s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:02:42,2020-09-10 00:02:43,"0,988s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Mustahsil Makbuzu/Onizleme.feature"")",,,,2020-09-10 00:02:43,2020-09-10 00:02:45,"2,267s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:02:45,2020-09-10 00:02:45,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Mustahsil Makbuzu/Tasarimi Indir,,,,2020-09-10 00:02:45,2020-09-10 00:02:48,"3,372s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:02:45,2020-09-10 00:02:46,"0,992s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Mustahsil Makbuzu/Tasarimi Indir.feature"")",,,,2020-09-10 00:02:46,2020-09-10 00:02:48,"2,211s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:02:48,2020-09-10 00:02:48,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Serbest Meslek Makbuzu/Buton Kontrolu,,,,2020-09-10 00:02:48,2020-09-10 00:02:52,"3,305s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:02:48,2020-09-10 00:02:49,"0,995s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Serbest Meslek Makbuzu/Buton Kontrolu.feature"")",,,,2020-09-10 00:02:50,2020-09-10 00:02:52,"2,145s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:02:52,2020-09-10 00:02:52,"0,001s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Serbest Meslek Makbuzu/On Deger Ata,,,,2020-09-10 00:02:52,2020-09-10 00:02:55,"3,340s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:02:52,2020-09-10 00:02:53,"0,987s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Serbest Meslek Makbuzu/On Deger Ata.feature"")",,,,2020-09-10 00:02:53,2020-09-10 00:02:55,"2,193s",FAILED
Start listener action : sampleAfterTestSuite,,,,2020-09-10 00:02:55,2020-09-10 00:02:55,"0,000s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Serbest Meslek Makbuzu/Onizleme,,,,2020-09-10 00:02:55,2020-09-10 00:02:58,"3,301s",FAILED
Start listener action : sampleBeforeTestSuite,,,,2020-09-10 00:02:55,2020-09-10 00:02:56,"0,998s",ERROR
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Serbest Meslek Makbuzu/Onizleme.feature"")",,,,2020-09-10 00:02:56,2020-09-10 00:02:58,"2,140s",FAILED
